Business Name,Contact Phone Number,Address,Address City,Address State,Address ZIP,Address Borough,Latitude,Longitude
"KINNEY PARKING SYSTEM, LLC",2124450172,2500 JOHNSON AVE,BRONX,NY,10463,Bronx,40.877019,-73.917349
UPPER MANHATTAN PARKING LLC,2124211117,1845 PARK AVE,NEW YORK,NY,10035,Manhattan,40.806328,-73.937788
NEW YORK PARKING 57TH ST. CORP.,2122493344,110 E 57TH ST,NEW YORK,NY,10022,Manhattan,40.761231,-73.97026
CHATHAM PARKING SYSTEMS INC.,2125137143,180 PARK ROW,NEW YORK,NY,10038,Manhattan,40.713513,-73.999536
"ACCESS 37 PARKING, LLC",2126869800,404 W 37TH ST,NEW YORK,NY,10018,Manhattan,40.755357,-73.99534
"LAZ PARKING NEW YORK, NEW JERSEY LLC",2122652239,279 AVENUE C,NEW YORK,NY,10009,Manhattan,40.730124,-73.974806
SHARP PARKING LLC,2126869800,825 2ND AVE,NEW YORK,NY,10017,Manhattan,40.75129,-73.971363
NEW YORK PARKING 56TH ST. CORP,212-249-3349,65 W 56TH ST,NEW YORK,NY,10019,Manhattan,40.763595,-73.977296
"IMPERIAL PARKING (U.S.), LLC",2129378660,450 E 79TH ST,NEW YORK,NY,10075,Manhattan,40.771725,-73.951889
BRICIN PARKING CORP.,2127565451,155 E 55TH ST,NEW YORK,NY,10022,Manhattan,40.759347,-73.969139
"ATLANTIC PARKING MGMT, LLC",2127957275,238 ATLANTIC AVE,BROOKLYN,NY,11201,Brooklyn,40.689195,-73.991361
ROYAL 89 PARKING LLC,2126869800,200 E 89TH ST,NEW YORK,NY,10128,Manhattan,40.780423,-73.952162
"IMPERIAL PARKING (U.S), LLC",2129378660,422-446 79TH STREET,NEW YORK,NY,,,40.771996,-73.952376
65 WEST 55TH STREET PARKING CORP,2127367171,57 W 55TH ST,NEW YORK,NY,10019,Manhattan,40.762521,-73.976144
ONE PARKING 40TH STREET INC,480-272-2100,225 E 39TH ST,NEW YORK,NY,10016,Manhattan,40.748478,-73.974655
EAST 29 PARKING LLC,2122624771,39 E 29TH ST,NEW YORK,NY,10016,Manhattan,40.744312,-73.984225
CP PARKING CORP.,9175785635,13331 39TH AVE,FLUSHING,NY,11354,Queens,40.759818,-73.832935
REX PARKING CORP.,5166984240,532 W 53RD ST,NEW YORK,NY,10019,Manhattan,40.766917,-73.991529
PIERCE PARKING LLC,2127143571,80 W END AVE,NEW YORK,NY,10023,Manhattan,40.774154,-73.988372
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,34 RIVER TER,NEW YORK,NY,10282,Manhattan,40.717857,-74.015311
WALL PARK 45 LLC,2126869800,45 WALL ST,NEW YORK,NY,10005,Manhattan,40.706421,-74.009795
ALLIANCE AMHERST PARKING LLC,2125810535,401 E 74TH ST,NEW YORK,NY,10021,Manhattan,40.76898,-73.954451
CONTINENTAL TOWERS PARKING LLC,2126501936,301 E 79TH ST,NEW YORK,NY,10075,Manhattan,40.773267,-73.954405
"IMPERIAL PARKING US, LLC",2129378660,40 PROSPECT ST,STATEN ISLAND,NY,10304,Staten Island,40.62848,-74.075968
QUIK PARK WEST 41ST STREET LLC,212-686-9800,601 W 41ST ST,NEW YORK,NY,10036,Manhattan,40.760393,-73.999086
WELCOME PARKING LIMITED LIABILITY COMPANY,2016807129,128 W 42ND ST,NEW YORK,NY,10036,Manhattan,40.755107,-73.984902
COOPER & 9TH PARKING LLC,212-686-9800,70 E 10TH ST,NEW YORK,NY,10003,Manhattan,40.731287,-73.991086
"BOGOPA LIC, INC.",7183466500,4202 NORTHERN BLVD,LONG IS CITY,NY,11101,Queens,40.752429,-73.921704
BROTHERS CAR PARK LLC,2122216111,180 MONTAGUE ST,BROOKLYN,NY,11201,Brooklyn,40.693984,-73.99189
162 PARKING MGMT LLC.,,528 W 162ND ST,NEW YORK,NY,10032,Manhattan,40.836528,-73.941319
WEST FARMS PARKING LLC,,1512 BOONE AVE,BRONX,NY,10460,Bronx,40.832362,-73.885363
LEMAR PARKING CORP.,718-681-7406,519 W 161ST ST,NEW YORK,NY,10032,Manhattan,40.835941,-73.941334
NOBLE PARKING LLC,212-686-9800,310 E 40TH ST,NEW YORK,NY,10016,Manhattan,40.748023,-73.972316
"BEST BUY AUTOMOTIVE, INC.",7188636816,1855 E TREMONT AVE,BRONX,NY,10460,Bronx,40.84107,-73.86541
GRACIE PUBLIC PARKING CORP.,2127367171,401 E 89TH ST,NEW YORK,NY,10128,Manhattan,40.778791,-73.947664
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,800 AVENUE OF THE AMERICAS,NEW YORK,NY,10001,Manhattan,40.745342,-73.990486
GM PARK GROUP INC,6466100315,110 BROADWAY,BROOKLYN,NY,11249,Brooklyn,40.710234,-73.964892
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2126954568,4007 73RD ST,WOODSIDE,NY,11377,Queens,40.746436,-73.892099
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",7185887800,20 E 161ST ST,BRONX,NY,10451,Bronx,40.829209,-73.929383
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,75 PARK PLACE,NEW YORK,NY,10016,Manhattan,40.714303,-74.011287
SECURE PARKING LLC,2126869800,363 W 30TH ST,NEW YORK,NY,10001,Manhattan,40.750823,-73.997765
"KINNEY PARKING SYSTEM, LLC",2125025490,38 W 46TH ST,NEW YORK,NY,10036,Manhattan,40.756706,-73.980883
ZR PARKING LLC,6314212686,3538 JUNCTION BLVD,CORONA,NY,11368,Queens,40.742169,-73.867326
VICTOR GARAGE CORP.,7188559571,275 PARK AVE,BROOKLYN,NY,11205,Brooklyn,40.696109,-73.968135
QUIK PARK BPC LLC,2128322066,70 LITTLE WEST ST,NEW YORK,NY,10004,Manhattan,40.707046,-74.016671
189 PKG LLC,917-731-2034,4741 PARK AVE,BRONX,NY,10458,Bronx,40.860327,-73.891744
TOWER 25 PARKING LLC,2126869800,305 E 24TH ST,NEW YORK,NY,10010,Manhattan,40.738487,-73.980025
"ST. ANN'S PARKING GARAGE, LLC",7184080141,800 SAINT ANNS AVE,BRONX,NY,10456,Bronx,40.820768,-73.909899
"DIAMOND 1 PARKING GARAGE, INC.",347-843-5023,284 DYCKMAN ST,NEW YORK,NY,10034,Manhattan,40.866995,-73.929293
AMPCO SYSTEM PARKING,2127542678,750 LEXINGTON AVE,NEW YORK,NY,10022,Manhattan,40.762515,-73.968556
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,25 W 48TH ST,NEW YORK,NY,10020,Manhattan,40.75829,-73.980237
SP PLUS CORPORATION,2125025490,226 BATTERY PARK CITY,NEW YORK,NY,10280,,40.706895,-74.017799
130 ST. FELIX STREET PARKING CORP.,2127419009,130 SAINT FELIX ST,BROOKLYN,NY,11217,Brooklyn,40.686568,-73.977461
QUIK PARK RIVERSIDE GARAGE LLC,2128322066,779 RIVERSIDE DR,NEW YORK,NY,10032,Manhattan,40.83497,-73.947685
142 WEST 57TH STREET PARKING CORP.,2127367171,146 W 57TH ST,NEW YORK,NY,10019,Manhattan,40.764996,-73.979205
"CONEY ISLAND COMMONS PARKING, CORP",7182850102,2960 W 29TH ST,BROOKLYN,NY,11224,Brooklyn,40.573764,-73.995225
SOHO VILLAGE PARKING LLC,212-686-9800,610 BROADWAY,NEW YORK,NY,10012,Manhattan,40.725685,-73.996271
PARK MERCER LLC,212-360-6300,139 CHARLES ST,NEW YORK,NY,10014,Manhattan,40.734246,-74.008048
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,120 W 21ST ST,NEW YORK,NY,10011,Manhattan,40.741957,-73.994819
HILLSIDE AVE PARKING LOT CORP,7187396270,17535 HILLSIDE AVE,JAMAICA,NY,11432,Queens,40.712149,-73.78659
"STATE STREET PARKING, LLC",973-643-7700,71 SMITH ST,BROOKLYN,NY,11201,Brooklyn,40.689284,-73.9885
"SESSANTA PARKING CO., LLC",2128429308,229 W 60TH ST,NEW YORK,NY,10023,Manhattan,40.771809,-73.988724
SAN MIGUEL PARK CORP,9172153295,1740-1746 ANDREWS AVE,BRONX,NY,10453,Bronx,40.850397,-73.916992
REED PARKING CORP.,2124903460,10025 QUEENS BLVD,FOREST HILLS,NY,11375,Queens,40.727058,-73.852462
"KINNEY PARKING SYSTEM, LLC",2125025490,56 N MOORE ST,NEW YORK,NY,10013,Manhattan,40.719921,-74.009307
MPC PARKING LLC,2126869800,1104 2ND AVE,NEW YORK,NY,10022,Manhattan,40.759832,-73.964801
86 ST. PARKING GARAGE CORP.,7186514273,8610 ROOSEVELT AVE,JACKSON HTS,NY,11372,Queens,40.748834,-73.874161
J & A PARKING INC,7186180992,376 E 184TH ST,BRONX,NY,10458,Bronx,40.857488,-73.895858
GEMAT PARKING CORP.,2124220423,233 E 69TH ST,NEW YORK,NY,10021,Manhattan,40.767183,-73.960269
"IMPERIAL PARKING (U.S.), LLC",212-934-8660,353 4TH AVE,BROOKLYN,NY,11215,Brooklyn,40.672896,-73.986312
73RD STREET PARKING CORP.,2127367171,1257 3RD AVE,NEW YORK,NY,10021,Manhattan,40.769933,-73.96033
"KINNEY PARKING SYSTEM, LLC",2125025490,6575 SAUNDERS ST,REGO PARK,NY,11374,Queens,40.727103,-73.856915
CREST CAR PARK LLC,718-499-1235,302 2ND ST,BROOKLYN,NY,11215,Brooklyn,40.674337,-73.984975
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,1900 ARCHER ST,BRONX,NY,10462,Bronx,40.837826,-73.862818
RYER PARKING LLC,6463771900,2346 RYER AVE,BRONX,NY,10458,Bronx,40.858366,-73.898413
EZ PARKING GARAGE INC,3472207660,870 JENNINGS ST,BRONX,NY,10459,Bronx,40.832434,-73.892133
"KINNEY PARKING SYSTEM, LLC",2125025490,135 E 33RD ST,NEW YORK,NY,10016,Manhattan,40.745937,-73.980659
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,882 7TH AVE,NEW YORK,NY,10019,Manhattan,40.764869,-73.980795
STATE PREMIER PROPERTY INC.,7188610321,1325 BOSTON RD,BRONX,NY,10456,Bronx,40.831934,-73.899409
QUIK PARK EAST 73RD ST LLC,212-832-2066,524 E 73RD ST,NEW YORK,NY,10021,Manhattan,40.766841,-73.951856
STANDARD PARKING CORPORATION,2129163491,200 W 79TH ST,NEW YORK,NY,10024,Manhattan,40.783115,-73.978772
ENTERPRISE 30TH STREET GARAGE LLC,2127442277,343 10TH AVE,NEW YORK,NY,10001,Manhattan,40.752096,-74.001237
MANHATTAN PARKING BORO CORP,2124903460,40 CLINTON ST,BROOKLYN,NY,11201,Brooklyn,40.695501,-73.991983
EZY PARKING GO INC,7182944264,930 SHERIDAN AVE,BRONX,NY,10451,Bronx,40.827608,-73.920316
189 park llc,917-731-2034,4741 PARK AVE,BRONX,NY,10458,Bronx,40.860327,-73.891744
M H M PARKING LLC,2126869800,560 3RD AVE,NEW YORK,NY,10016,Manhattan,40.747837,-73.97685
NR PARKING CORP,3478125297,615 JACKSON AVE,BRONX,NY,10455,Bronx,40.815168,-73.908538
REGAL PARKING CORP.,2127367171,9810 64TH AVE,REGO PARK,NY,11374,Queens,40.73029,-73.858106
"CHAMPION PARKING 16, LLC",2123085959,101 E 16TH ST,NEW YORK,NY,10003,Manhattan,40.735906,-73.988972
PV PARKING V CORP,7186094200,4007 73RD ST,WOODSIDE,NY,11377,Queens,40.746436,-73.892099
ENTERPRISE 36TH STREET PARKING LLC,212-564-3199,411 W 35TH ST,NEW YORK,NY,10001,Manhattan,40.754397,-73.996369
EMPIRE PARKING CORP.,212-262-4771,303 W 96TH ST,NEW YORK,NY,10025,Manhattan,40.795673,-73.973798
SP PLUS CORPORATION,2125025490,211 W 87TH ST,NEW YORK,NY,10024,Manhattan,40.788616,-73.974674
PARK GATE PARKING INC.,2127367171,750 COLUMBUS AVE,NEW YORK,NY,10025,Manhattan,40.793294,-73.967435
125 CHARLES PARKING LLC,2033212175,139 CHARLES ST,NEW YORK,NY,10014,Manhattan,40.734246,-74.008048
STANDARD PARKING CORPORATION,2123137275,200 CENTRAL PARK W,NEW YORK,NY,10024,Manhattan,40.781348,-73.972781
SP PLUS CORPORATION,2125025490,140 W 28TH ST,NEW YORK,NY,10001,Manhattan,40.746395,-73.991469
ISABEL PARKING LLC,6465840409,20 E 161ST ST,BRONX,NY,10451,Bronx,40.829209,-73.929383
776 SIXTH AVE PARKING CORP,2127367171,776 6TH AVE,NEW YORK,NY,10001,Manhattan,40.744651,-73.991418
"MY NEW PARKING, INC.",3475388602,1380 DR MARTIN L KING JR BLVD,BRONX,NY,10452,Bronx,40.842467,-73.925716
"C&S E-SUPERETTE, INC.",718-745-2888,9053 FORT HAMILTON PKWY,BROOKLYN,NY,11209,Brooklyn,40.617109,-74.027102
"IMPERIAL PARKING (U.S.), LLC",2129378660,405 E 63RD ST,NEW YORK,NY,10065,Manhattan,40.76194,-73.959428
E 74TH PARKING CORP.,8009441424,343 E 74TH ST,NEW YORK,NY,10021,Manhattan,40.769538,-73.955767
TLC PARKING INC,3475388602,1600 SEDGWICK AVE,BRONX,NY,10453,Bronx,40.848294,-73.923776
EZ2 PARK LLC,2127446300,240 E 82ND ST,NEW YORK,NY,10028,Manhattan,40.775341,-73.954004
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,117 KENT AVE,BROOKLYN,NY,11249,Brooklyn,40.720225,-73.961459
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,405 E 63RD ST,NEW YORK,NY,10065,Manhattan,40.76194,-73.959428
ENTERPRISE 51 PARKING LLC,2125643199,680 12TH AVE,NEW YORK,NY,10019,Manhattan,40.766885,-73.996356
"PARK 139TH, LLC",2122340855,29 W 138TH ST,NEW YORK,NY,10037,Manhattan,40.815027,-73.936819
GREENWICH STREET GARAGE LLC,6465840409,641 WASHINGTON ST,NEW YORK,NY,10014,Manhattan,40.732263,-74.008568
"WILSHIRE CAR PARK, INC.",2122216111,18230 WEXFORD TER,JAMAICA,NY,11432,Queens,40.714562,-73.780079
786 PARKING CORP,7186180029,3710 CRESCENT ST,LONG ISLAND CITY,NY,11101,Queens,40.756538,-73.935218
CFS 2907 JFK LLC,7183222221,13024 S CONDUIT AVE,JAMAICA,NY,11430,Queens,40.666071,-73.807592
COMFORT PARK LLC,2126869800,301 ELIZABETH ST,NEW YORK,NY,10012,Manhattan,40.724668,-73.993544
"IMPACT CAR PARK, LLC",2122216111,333 W 26TH ST,NEW YORK,NY,10001,Manhattan,40.747729,-73.997934
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,158 W 20TH STREET,NEW YORK,NY,10011,Manhattan,40.741608,-73.995512
CHAMPION PARKING 61 LLC,2123085959,1113 YORK AVE,NEW YORK,NY,10065,Manhattan,40.759646,-73.959243
"THE GGG PARKING, INC.",7189015222,1565 JEROME AVE,BRONX,NY,10452,Bronx,40.844013,-73.915266
BELLTEL CAR PARK LLC,212-996-6363 EXT14,101 WILLOUGHBY ST,BROOKLYN,NY,11201,Brooklyn,40.692252,-73.985096
GREENLUX PARKING LLC,2126869800,200 N END AVE,NEW YORK,NY,10282,Manhattan,40.716011,-74.014944
"I. R. PARKING, INC",5169381310,112 W 25TH ST,NEW YORK,NY,10001,Manhattan,40.744374,-73.9927
EHTE PARKING CORP,2128381629,357 E 57TH ST,NEW YORK,NY,10022,Manhattan,40.758569,-73.963097
"QUIK PARK BROOKLYN BRIDGE, LLC",212-832-2066,360 FURMAN ST,BROOKLYN,NY,11201,Brooklyn,40.693422,-73.999548
V.M.C. PARKING INC.,2125312924,316 W 118TH ST,NEW YORK,NY,10026,Manhattan,40.806097,-73.955564
"COVE CAR PARK, LLC",2122216111,3085 VERNON BLVD,ASTORIA,NY,11102,Queens,40.769441,-73.934681
311 PARKING CORP.,2125869760,311 W 50TH ST,NEW YORK,NY,10019,Manhattan,40.762809,-73.987073
9495 PARKING CORP.,2122893800,1832 2ND AVE,NEW YORK,NY,10128,Manhattan,40.783215,-73.947621
200 SCHERMERHORN GARAGE CORP.,2127367171,200 SCHERMERHORN ST,BROOKLYN,NY,11201,Brooklyn,40.688673,-73.98565
"IMPERIAL PARKING (U.S.), INC",2129378660,121 W 125TH ST,NEW YORK,NY,10027,Manhattan,40.808306,-73.946327
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,530 E 73RD ST,NEW YORK,NY,10021,Manhattan,40.767093,-73.952777
"2000 PARKING GARAGE, INC.",3478435023,2000 WHITE PLAINS RD,BRONX,NY,10462,Bronx,40.850228,-73.86764
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125649199,75 PARK PL,NEW YORK,NY,10007,Manhattan,40.714303,-74.011287
COLUMBUS 95 PARKING LLC,2126869800,730 COLUMBUS AVE,NEW YORK,NY,10025,Manhattan,40.792563,-73.968014
GEMAT PARKING CORP.,2125359302,233 E 69TH ST,NEW YORK,NY,10021,Manhattan,40.767183,-73.960269
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,147 W 83RD ST,NEW YORK,NY,10024,Manhattan,40.785231,-73.974534
250 W. 50TH PARKING LLC,2126869800,250 W 50TH ST,NEW YORK,NY,10019,Manhattan,40.761885,-73.985413
"LPARK 2, LLC",2127517033,457 W 150TH ST,NEW YORK,NY,10031,Manhattan,40.828017,-73.94413
QUIK PARK NASSAU LLC,2128322066,150 NASSAU ST,NEW YORK,NY,10038,Manhattan,40.711507,-74.005966
215 E 95TH PARKING LLC,2126869800,207 E 95TH ST,NEW YORK,NY,10128,Manhattan,40.784431,-73.949266
ENTERPRISE TOREN PARKING LLC,2125643199,150 MYRTLE AVE,BROOKLYN,NY,11201,Brooklyn,40.693465,-73.982576
CONVENIENT PARKING LLC,2126869800,215 W 95TH ST,NEW YORK,NY,10025,Manhattan,40.793883,-73.9718
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",7186254215,351 JAY ST,BROOKLYN,NY,11201,Brooklyn,40.692885,-73.987097
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,403 E 60TH ST,NEW YORK,NY,10022,Manhattan,40.760341,-73.961413
L.E. PARKING INC.,7187780796,65 NEW YORK AVE,BROOKLYN,NY,11216,Brooklyn,40.677868,-73.946821
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,800 AVENUE OF THE AMERICAS,NEW YORK,NY,10001,Manhattan,40.745342,-73.990486
INDOOR PARKING CORP.,2129429804,164 DYCKMAN ST,NEW YORK,NY,10040,Manhattan,40.863817,-73.926398
COSMO PARKING LLC,2129562280,360 W 43RD ST,NEW YORK,NY,10036,Manhattan,40.758758,-73.991582
PARK KWIK LLC,2129745840,211 ATLANTIC AVE,BROOKLYN,NY,11201,Brooklyn,40.689521,-73.991336
W. 28TH GARAGE PARKING LLC,2126869800,241 W 28TH ST,NEW YORK,NY,10001,Manhattan,40.747857,-73.994163
282 SOUTH 5TH PARKING LLC,212-837-4590,282 S 5TH ST,BROOKLYN,NY,11211,Brooklyn,40.709167,-73.958032
KIPS BAY 27 PARKING LLC,2126869800,236 E 27TH ST,NEW YORK,NY,10016,Manhattan,40.740598,-73.979947
"350 WEST 43RD CAR PARK, LLC",212-996-6363,350 W 43RD ST,NEW YORK,NY,10036,Manhattan,40.758605,-73.991218
QUIK PARK WEST 58TH LLC,2128322066,116 CENTRAL PARK S,NEW YORK,NY,10019,Manhattan,40.765894,-73.977132
"252 PARKING, LLC",212-837-4509,252 SCHERMERHORN ST,BROOKLYN,NY,11217,Brooklyn,40.688025,-73.983988
"STRAND PARKING MGMT, LLC",2127957275,500 W 43RD ST,NEW YORK,NY,10036,Manhattan,40.760253,-73.99538
BENEFICIAL 21 PARKING LLC,2126869800,329 E 21ST ST,NEW YORK,NY,10010,Manhattan,40.736033,-73.980241
PV PARKING CORP,718-609-1200,3411 STEINWAY ST,LONG IS CITY,NY,11101,Queens,40.75637,-73.920927
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,115 E 87TH ST,NEW YORK,NY,10128,Manhattan,40.780665,-73.955854
CA-LI AUTOMATIC TRANSMISSION CORP.,2128640137,103 W 108TH ST,NEW YORK,NY,10025,Manhattan,40.800879,-73.962445
EZY PARKING GO INC,7182944264,1981 CEDAR AVE,BRONX,NY,10452,Bronx,40.857557,-73.916701
"BROOK PARKING GARAGE, INC.",7185888328,418 E 167TH ST,BRONX,NY,10456,Bronx,40.830338,-73.909684
UNION SQUARE CAR PARK LLC,2129966363,1 IRVING PL,NEW YORK,NY,10003,Manhattan,40.734564,-73.988525
222 WEST 14TH STREET PARKING CORP.,2122485900,222 W 14TH ST,NEW YORK,NY,10011,Manhattan,40.739027,-74.001197
301 PARK CORP.,2124730135,301 E 64TH ST,NEW YORK,NY,10065,Manhattan,40.763723,-73.96176
QUIK PARK 801 GARAGE LLC,2128322066,801 AMSTERDAM AVE,NEW YORK,NY,10025,Manhattan,40.796138,-73.968618
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,115 FORT WASHINGTON AVE,NEW YORK,NY,10032,Manhattan,40.839643,-73.943511
1050 FIFTH AVENUE PARKING CORP,9172615152,1050 5TH AVE,NEW YORK,NY,10028,Manhattan,40.781615,-73.960139
FEDERAL REALTY LIMITED PARTNERSHIP,7185754692,9777 QUEENS BLVD,REGO PARK,NY,11374,Queens,40.728984,-73.858349
WORLD PARKING GARAGE LLC,2125643199,1 CENTRAL PARK W,NEW YORK,NY,10023,Manhattan,40.769092,-73.981406
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",7183698185,500 5TH AVE,BROOKLYN,NY,11215,Brooklyn,40.667299,-73.988053
"87-10 NORTHERN BLVD PARKING, LLC",9175924762,3306 88TH ST,JACKSON HEIGHTS,NY,11372,Queens,40.752223,-73.879104
"OCEAN CAR PARK, LLC",2129966363,17 BATTERY PL,NEW YORK,NY,10004,Manhattan,40.705142,-74.016011
MANHATTAN PARKING SYSTEM - WEST 58TH. ST. CORP.,212-308-5959,200 E 67TH ST,NEW YORK,NY,10065,Manhattan,40.766409,-73.962929
"PARK IN AUTO SERVICES, INC.",2129661186,71 KENMARE ST,NEW YORK,NY,10012,Manhattan,40.721216,-73.996106
METROPOLITAN PARKING GROUP LLC,2124903460,4172 BROADWAY,NEW YORK,NY,10033,Manhattan,40.847368,-73.937973
"TIMES SQUARE GARAGE, LLC",2125025490,141 W 43RD ST,NEW YORK,NY,10036,Manhattan,40.756324,-73.985284
SHERWOOD 21 GARAGE LLC,2129808000,500 W 21ST ST,NEW YORK,NY,10011,Manhattan,40.746453,-74.005484
QUIK PARK COOPER LLC,2128322066,301 E 86TH ST,NEW YORK,NY,10028,Manhattan,40.778025,-73.951743
WOOSTER PARKING CORP.,212-929-9404,349 CANAL ST,NEW YORK,NY,10013,Manhattan,40.720794,-74.003561
STANDARD PARKING CORPORATION,7185887802,951 RIVER AVE,BRONX,NY,10452,Bronx,40.830531,-73.924642
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,5 E 102ND ST,NEW YORK,NY,10029,Manhattan,40.79155,-73.952295
VINCENT 15 PARKING LLC,2126869800,553 AVENUE OF THE AMERICAS,NEW YORK,NY,10011,Manhattan,40.738193,-73.996337
CROYDEN PARKING LLC,2129562280,12 E 86TH ST,NEW YORK,NY,10028,Manhattan,40.780989,-73.959526
INTERTOWN PARKING CORP.,2127367171,55 E END AVE,NEW YORK,NY,10028,Manhattan,40.772152,-73.946576
CHAMPION PARKING 77 LLC,2123085959,219 W 77TH ST,NEW YORK,NY,10024,Manhattan,40.78235,-73.979906
IMPERIAL PARKING US LLC,2125573311,80 PARK AVE,NEW YORK,NY,10016,Manhattan,40.750171,-73.979399
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,4017 MAIN ST,FLUSHING,NY,11354,Queens,40.760279,-73.830388
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,27 W 52ND ST,NEW YORK,NY,10019,Manhattan,40.760278,-73.976864
STANDARD PARKING CORPORATION,7188971220,10460 QUEENS BLVD,FOREST HILLS,NY,11375,Queens,40.723088,-73.849281
444 MANHATTAN PARKING CORP.,,309 W 118TH ST,NEW YORK,NY,10026,Manhattan,40.806121,-73.954991
"C21 PARKING MGMT, LLC",212-795-7275,416 87TH ST,BROOKLYN,NY,11209,Brooklyn,40.621539,-74.028115
CLARIDGE 87 PARKING LLC,2126869800,201 E 87TH ST,NEW YORK,NY,10128,Manhattan,40.779574,-73.952723
GM PARK GROUP INC,6466100315,116 NOSTRAND AVE,BROOKLYN,NY,11205,Brooklyn,40.69625,-73.952874
k one parking inc,3478545507,2160 WEBSTER AVE,BRONX,NY,10457,Bronx,40.853785,-73.896582
"KINNEY PARKING SYSTEM, LLC",2125025490,58 W 58TH ST,NEW YORK,NY,10019,Manhattan,40.764572,-73.976207
QUIK PARK ELY GARAGE II LLC,2126869800,180 MYRTLE AVE,BROOKLYN,NY,11201,Brooklyn,40.693422,-73.980454
BETH PARKING CORP.,2127533100,225 RECTOR PL,NEW YORK,NY,10280,Manhattan,40.709296,-74.016123
KK ENTERPRISE GROUP INC.,9173277488,554 W 182ND ST,NEW YORK,NY,10033,Manhattan,40.849385,-73.932362
MP WEST 57TH LLC,2124903460,9 W 57TH ST,NEW YORK,NY,10019,Manhattan,40.76379,-73.975182
"MUSS, HYMAN - ET AL",7182633800,11835 QUEENS BLVD,FOREST HILLS,NY,11375,Queens,40.715129,-73.830543
CHAMPION PARKING 230 LLC,2123085959,230 WEST   55 STREET,NEW YORK,NY,10019,,40.764798,-73.982667
ENTERPRISE 40TH PARKING CORP.,2127367171,315 E 40TH ST,NEW YORK,NY,10016,Manhattan,40.748127,-73.971908
ENTERPRISE WASHINGTON PARKING LLC,2126270012,545 WASHINGTON AVE,BROOKLYN,NY,11238,Brooklyn,40.681857,-73.964331
"IMPERIAL PARKING (U.S.), LLC",2129378660,12601 ROOSEVELT AVE,FLUSHING,NY,11368,Queens,40.755487,-73.845139
ENTERPRISE 230 PARKING LLC,2126863330,230 E 30TH ST,NEW YORK,NY,10016,Manhattan,40.742596,-73.978924
68 PARKING INC,6469966479,13633 37TH AVE,FLUSHING,NY,11354,Queens,40.761958,-73.829884
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2127798311,350 E 30TH ST,NEW YORK,NY,10016,Manhattan,40.741318,-73.975741
"IMPERIAL PARKING (U.S.), LLC",212-934-8660,500 4TH AVE,BROOKLYN,NY,11215,Brooklyn,40.668467,-73.990623
"CARPARK 39TH STREET, LLC",2128661000,80 PARK AVE,NEW YORK,NY,10016,Manhattan,40.750171,-73.979399
1350 SIXTH PARKING LLC,2126809800,1350 6TH AVE,NEW YORK,NY,10019,Manhattan,40.762672,-73.978276
100 Varick Realty LLC,2125343939,403 E 60TH ST,NEW YORK,NY,10022,Manhattan,40.760341,-73.961413
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,135 E 47TH ST,NEW YORK,NY,10017,Manhattan,40.754629,-73.973443
PARK RIGHT CORPORATION,2122624771,307 SAINT MARKS AVE,BROOKLYN,NY,11238,Brooklyn,40.677975,-73.965233
99 JANE STREET PARKING LLC,212-686-9800,99 JANE ST,NEW YORK,NY,10014,Manhattan,40.738225,-74.008687
GMH PARK INC,9172140583,5229 BROADWAY,BRONX,NY,10463,Bronx,40.875378,-73.909371
"ONE PARKING 703, INC.",4802722100,21010 23RD AVE,BAYSIDE,NY,11360,Queens,40.779948,-73.780741
MOTT PARK LLC,212-564-3199,284 MOTT ST,NEW YORK,NY,10012,Manhattan,40.724364,-73.99421
LENOX 65 PARKING LLC,2126869800,1189 1ST AVE,NEW YORK,NY,10065,Manhattan,40.763021,-73.959712
