Business Name,Contact Phone Number,Address,Address City,Address State,Address ZIP,Address Borough
QUIK PARK BPC LLC,2128322066,70 LITTLE WEST ST,NEW YORK,NY,10004,Manhattan
189 PKG LLC,917-731-2034,4741 PARK AVE,BRONX,NY,10458,Bronx
TOWER 25 PARKING LLC,2126869800,305 E 24TH ST,NEW YORK,NY,10010,Manhattan
"ST. ANN'S PARKING GARAGE, LLC",7184080141,800 SAINT ANNS AVE,BRONX,NY,10456,Bronx
"DIAMOND 1 PARKING GARAGE, INC.",347-843-5023,284 DYCKMAN ST,NEW YORK,NY,10034,Manhattan
AMPCO SYSTEM PARKING,2127542678,750 LEXINGTON AVE,NEW YORK,NY,10022,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,25 W 48TH ST,NEW YORK,NY,10020,Manhattan
SP PLUS CORPORATION,2125025490,226 BATTERY PARK CITY,NEW YORK,NY,10280,
130 ST. FELIX STREET PARKING CORP.,2127419009,130 SAINT FELIX ST,BROOKLYN,NY,11217,Brooklyn
QUIK PARK RIVERSIDE GARAGE LLC,2128322066,779 RIVERSIDE DR,NEW YORK,NY,10032,Manhattan
142 WEST 57TH STREET PARKING CORP.,2127367171,146 W 57TH ST,NEW YORK,NY,10019,Manhattan
"CONEY ISLAND COMMONS PARKING, CORP",7182850102,2960 W 29TH ST,BROOKLYN,NY,11224,Brooklyn
SOHO VILLAGE PARKING LLC,212-686-9800,610 BROADWAY,NEW YORK,NY,10012,Manhattan
PARK MERCER LLC,212-360-6300,139 CHARLES ST,NEW YORK,NY,10014,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,120 W 21ST ST,NEW YORK,NY,10011,Manhattan
HILLSIDE AVE PARKING LOT CORP,7187396270,17535 HILLSIDE AVE,JAMAICA,NY,11432,Queens
"STATE STREET PARKING, LLC",973-643-7700,71 SMITH ST,BROOKLYN,NY,11201,Brooklyn
"SESSANTA PARKING CO., LLC",2128429308,229 W 60TH ST,NEW YORK,NY,10023,Manhattan
SAN MIGUEL PARK CORP,9172153295,1740-1746 ANDREWS AVE,BRONX,NY,10453,Bronx
REED PARKING CORP.,2124903460,10025 QUEENS BLVD,FOREST HILLS,NY,11375,Queens
"KINNEY PARKING SYSTEM, LLC",2125025490,56 N MOORE ST,NEW YORK,NY,10013,Manhattan
MPC PARKING LLC,2126869800,1104 2ND AVE,NEW YORK,NY,10022,Manhattan
86 ST. PARKING GARAGE CORP.,7186514273,8610 ROOSEVELT AVE,JACKSON HTS,NY,11372,Queens
J & A PARKING INC,7186180992,376 E 184TH ST,BRONX,NY,10458,Bronx
GEMAT PARKING CORP.,2124220423,233 E 69TH ST,NEW YORK,NY,10021,Manhattan
"IMPERIAL PARKING (U.S.), LLC",212-934-8660,353 4TH AVE,BROOKLYN,NY,11215,Brooklyn
73RD STREET PARKING CORP.,2127367171,1257 3RD AVE,NEW YORK,NY,10021,Manhattan
"KINNEY PARKING SYSTEM, LLC",2125025490,6575 SAUNDERS ST,REGO PARK,NY,11374,Queens
CREST CAR PARK LLC,718-499-1235,302 2ND ST,BROOKLYN,NY,11215,Brooklyn
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,1900 ARCHER ST,BRONX,NY,10462,Bronx
RYER PARKING LLC,6463771900,2346 RYER AVE,BRONX,NY,10458,Bronx
EZ PARKING GARAGE INC,3472207660,870 JENNINGS ST,BRONX,NY,10459,Bronx
"KINNEY PARKING SYSTEM, LLC",2125025490,135 E 33RD ST,NEW YORK,NY,10016,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,882 7TH AVE,NEW YORK,NY,10019,Manhattan
STATE PREMIER PROPERTY INC.,7188610321,1325 BOSTON RD,BRONX,NY,10456,Bronx
QUIK PARK EAST 73RD ST LLC,212-832-2066,524 E 73RD ST,NEW YORK,NY,10021,Manhattan
STANDARD PARKING CORPORATION,2129163491,200 W 79TH ST,NEW YORK,NY,10024,Manhattan
ENTERPRISE 30TH STREET GARAGE LLC,2127442277,343 10TH AVE,NEW YORK,NY,10001,Manhattan
MANHATTAN PARKING BORO CORP,2124903460,40 CLINTON ST,BROOKLYN,NY,11201,Brooklyn
EZY PARKING GO INC,7182944264,930 SHERIDAN AVE,BRONX,NY,10451,Bronx
189 park llc,917-731-2034,4741 PARK AVE,BRONX,NY,10458,Bronx
M H M PARKING LLC,2126869800,560 3RD AVE,NEW YORK,NY,10016,Manhattan
NR PARKING CORP,3478125297,615 JACKSON AVE,BRONX,NY,10455,Bronx
REGAL PARKING CORP.,2127367171,9810 64TH AVE,REGO PARK,NY,11374,Queens
"CHAMPION PARKING 16, LLC",2123085959,101 E 16TH ST,NEW YORK,NY,10003,Manhattan
PV PARKING V CORP,7186094200,4007 73RD ST,WOODSIDE,NY,11377,Queens
ENTERPRISE 36TH STREET PARKING LLC,212-564-3199,411 W 35TH ST,NEW YORK,NY,10001,Manhattan
EMPIRE PARKING CORP.,212-262-4771,303 W 96TH ST,NEW YORK,NY,10025,Manhattan
SP PLUS CORPORATION,2125025490,211 W 87TH ST,NEW YORK,NY,10024,Manhattan
PARK GATE PARKING INC.,2127367171,750 COLUMBUS AVE,NEW YORK,NY,10025,Manhattan
125 CHARLES PARKING LLC,2033212175,139 CHARLES ST,NEW YORK,NY,10014,Manhattan
STANDARD PARKING CORPORATION,2123137275,200 CENTRAL PARK W,NEW YORK,NY,10024,Manhattan
SP PLUS CORPORATION,2125025490,140 W 28TH ST,NEW YORK,NY,10001,Manhattan
ISABEL PARKING LLC,6465840409,20 E 161ST ST,BRONX,NY,10451,Bronx
776 SIXTH AVE PARKING CORP,2127367171,776 6TH AVE,NEW YORK,NY,10001,Manhattan
"MY NEW PARKING, INC.",3475388602,1380 DR MARTIN L KING JR BLVD,BRONX,NY,10452,Bronx
"C&S E-SUPERETTE, INC.",718-745-2888,9053 FORT HAMILTON PKWY,BROOKLYN,NY,11209,Brooklyn
"IMPERIAL PARKING (U.S.), LLC",2129378660,405 E 63RD ST,NEW YORK,NY,10065,Manhattan
E 74TH PARKING CORP.,8009441424,343 E 74TH ST,NEW YORK,NY,10021,Manhattan
TLC PARKING INC,3475388602,1600 SEDGWICK AVE,BRONX,NY,10453,Bronx
EZ2 PARK LLC,2127446300,240 E 82ND ST,NEW YORK,NY,10028,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,117 KENT AVE,BROOKLYN,NY,11249,Brooklyn
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,405 E 63RD ST,NEW YORK,NY,10065,Manhattan
ENTERPRISE 51 PARKING LLC,2125643199,680 12TH AVE,NEW YORK,NY,10019,Manhattan
"PARK 139TH, LLC",2122340855,29 W 138TH ST,NEW YORK,NY,10037,Manhattan
GREENWICH STREET GARAGE LLC,6465840409,641 WASHINGTON ST,NEW YORK,NY,10014,Manhattan
"WILSHIRE CAR PARK, INC.",2122216111,18230 WEXFORD TER,JAMAICA,NY,11432,Queens
786 PARKING CORP,7186180029,3710 CRESCENT ST,LONG ISLAND CITY,NY,11101,Queens
CFS 2907 JFK LLC,7183222221,13024 S CONDUIT AVE,JAMAICA,NY,11430,Queens
COMFORT PARK LLC,2126869800,301 ELIZABETH ST,NEW YORK,NY,10012,Manhattan
"IMPACT CAR PARK, LLC",2122216111,333 W 26TH ST,NEW YORK,NY,10001,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,158 W 20TH STREET,NEW YORK,NY,10011,Manhattan
CHAMPION PARKING 61 LLC,2123085959,1113 YORK AVE,NEW YORK,NY,10065,Manhattan
"THE GGG PARKING, INC.",7189015222,1565 JEROME AVE,BRONX,NY,10452,Bronx
BELLTEL CAR PARK LLC,212-996-6363 EXT14,101 WILLOUGHBY ST,BROOKLYN,NY,11201,Brooklyn
GREENLUX PARKING LLC,2126869800,200 N END AVE,NEW YORK,NY,10282,Manhattan
"I. R. PARKING, INC",5169381310,112 W 25TH ST,NEW YORK,NY,10001,Manhattan
EHTE PARKING CORP,2128381629,357 E 57TH ST,NEW YORK,NY,10022,Manhattan
"QUIK PARK BROOKLYN BRIDGE, LLC",212-832-2066,360 FURMAN ST,BROOKLYN,NY,11201,Brooklyn
V.M.C. PARKING INC.,2125312924,316 W 118TH ST,NEW YORK,NY,10026,Manhattan
"COVE CAR PARK, LLC",2122216111,3085 VERNON BLVD,ASTORIA,NY,11102,Queens
311 PARKING CORP.,2125869760,311 W 50TH ST,NEW YORK,NY,10019,Manhattan
9495 PARKING CORP.,2122893800,1832 2ND AVE,NEW YORK,NY,10128,Manhattan
200 SCHERMERHORN GARAGE CORP.,2127367171,200 SCHERMERHORN ST,BROOKLYN,NY,11201,Brooklyn
"IMPERIAL PARKING (U.S.), INC",2129378660,121 W 125TH ST,NEW YORK,NY,10027,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,530 E 73RD ST,NEW YORK,NY,10021,Manhattan
"2000 PARKING GARAGE, INC.",3478435023,2000 WHITE PLAINS RD,BRONX,NY,10462,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125649199,75 PARK PL,NEW YORK,NY,10007,Manhattan
COLUMBUS 95 PARKING LLC,2126869800,730 COLUMBUS AVE,NEW YORK,NY,10025,Manhattan
GEMAT PARKING CORP.,2125359302,233 E 69TH ST,NEW YORK,NY,10021,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,147 W 83RD ST,NEW YORK,NY,10024,Manhattan
250 W. 50TH PARKING LLC,2126869800,250 W 50TH ST,NEW YORK,NY,10019,Manhattan
"LPARK 2, LLC",2127517033,457 W 150TH ST,NEW YORK,NY,10031,Manhattan
QUIK PARK NASSAU LLC,2128322066,150 NASSAU ST,NEW YORK,NY,10038,Manhattan
215 E 95TH PARKING LLC,2126869800,207 E 95TH ST,NEW YORK,NY,10128,Manhattan
ENTERPRISE TOREN PARKING LLC,2125643199,150 MYRTLE AVE,BROOKLYN,NY,11201,Brooklyn
CONVENIENT PARKING LLC,2126869800,215 W 95TH ST,NEW YORK,NY,10025,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",7186254215,351 JAY ST,BROOKLYN,NY,11201,Brooklyn
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,403 E 60TH ST,NEW YORK,NY,10022,Manhattan
L.E. PARKING INC.,7187780796,65 NEW YORK AVE,BROOKLYN,NY,11216,Brooklyn
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,800 AVENUE OF THE AMERICAS,NEW YORK,NY,10001,Manhattan
INDOOR PARKING CORP.,2129429804,164 DYCKMAN ST,NEW YORK,NY,10040,Manhattan
COSMO PARKING LLC,2129562280,360 W 43RD ST,NEW YORK,NY,10036,Manhattan
PARK KWIK LLC,2129745840,211 ATLANTIC AVE,BROOKLYN,NY,11201,Brooklyn
W. 28TH GARAGE PARKING LLC,2126869800,241 W 28TH ST,NEW YORK,NY,10001,Manhattan
282 SOUTH 5TH PARKING LLC,212-837-4590,282 S 5TH ST,BROOKLYN,NY,11211,Brooklyn
KIPS BAY 27 PARKING LLC,2126869800,236 E 27TH ST,NEW YORK,NY,10016,Manhattan
"350 WEST 43RD CAR PARK, LLC",212-996-6363,350 W 43RD ST,NEW YORK,NY,10036,Manhattan
QUIK PARK WEST 58TH LLC,2128322066,116 CENTRAL PARK S,NEW YORK,NY,10019,Manhattan
"252 PARKING, LLC",212-837-4509,252 SCHERMERHORN ST,BROOKLYN,NY,11217,Brooklyn
"STRAND PARKING MGMT, LLC",2127957275,500 W 43RD ST,NEW YORK,NY,10036,Manhattan
BENEFICIAL 21 PARKING LLC,2126869800,329 E 21ST ST,NEW YORK,NY,10010,Manhattan
PV PARKING CORP,718-609-1200,3411 STEINWAY ST,LONG IS CITY,NY,11101,Queens
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,115 E 87TH ST,NEW YORK,NY,10128,Manhattan
CA-LI AUTOMATIC TRANSMISSION CORP.,2128640137,103 W 108TH ST,NEW YORK,NY,10025,Manhattan
EZY PARKING GO INC,7182944264,1981 CEDAR AVE,BRONX,NY,10452,Bronx
"BROOK PARKING GARAGE, INC.",7185888328,418 E 167TH ST,BRONX,NY,10456,Bronx
UNION SQUARE CAR PARK LLC,2129966363,1 IRVING PL,NEW YORK,NY,10003,Manhattan
222 WEST 14TH STREET PARKING CORP.,2122485900,222 W 14TH ST,NEW YORK,NY,10011,Manhattan
301 PARK CORP.,2124730135,301 E 64TH ST,NEW YORK,NY,10065,Manhattan
QUIK PARK 801 GARAGE LLC,2128322066,801 AMSTERDAM AVE,NEW YORK,NY,10025,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,115 FORT WASHINGTON AVE,NEW YORK,NY,10032,Manhattan
1050 FIFTH AVENUE PARKING CORP,9172615152,1050 5TH AVE,NEW YORK,NY,10028,Manhattan
FEDERAL REALTY LIMITED PARTNERSHIP,7185754692,9777 QUEENS BLVD,REGO PARK,NY,11374,Queens
WORLD PARKING GARAGE LLC,2125643199,1 CENTRAL PARK W,NEW YORK,NY,10023,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",7183698185,500 5TH AVE,BROOKLYN,NY,11215,Brooklyn
"87-10 NORTHERN BLVD PARKING, LLC",9175924762,3306 88TH ST,JACKSON HEIGHTS,NY,11372,Queens
"OCEAN CAR PARK, LLC",2129966363,17 BATTERY PL,NEW YORK,NY,10004,Manhattan
MANHATTAN PARKING SYSTEM - WEST 58TH. ST. CORP.,212-308-5959,200 E 67TH ST,NEW YORK,NY,10065,Manhattan
"PARK IN AUTO SERVICES, INC.",2129661186,71 KENMARE ST,NEW YORK,NY,10012,Manhattan
METROPOLITAN PARKING GROUP LLC,2124903460,4172 BROADWAY,NEW YORK,NY,10033,Manhattan
"TIMES SQUARE GARAGE, LLC",2125025490,141 W 43RD ST,NEW YORK,NY,10036,Manhattan
SHERWOOD 21 GARAGE LLC,2129808000,500 W 21ST ST,NEW YORK,NY,10011,Manhattan
QUIK PARK COOPER LLC,2128322066,301 E 86TH ST,NEW YORK,NY,10028,Manhattan
WOOSTER PARKING CORP.,212-929-9404,349 CANAL ST,NEW YORK,NY,10013,Manhattan
STANDARD PARKING CORPORATION,7185887802,951 RIVER AVE,BRONX,NY,10452,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,5 E 102ND ST,NEW YORK,NY,10029,Manhattan
VINCENT 15 PARKING LLC,2126869800,553 AVENUE OF THE AMERICAS,NEW YORK,NY,10011,Manhattan
CROYDEN PARKING LLC,2129562280,12 E 86TH ST,NEW YORK,NY,10028,Manhattan
INTERTOWN PARKING CORP.,2127367171,55 E END AVE,NEW YORK,NY,10028,Manhattan
CHAMPION PARKING 77 LLC,2123085959,219 W 77TH ST,NEW YORK,NY,10024,Manhattan
IMPERIAL PARKING US LLC,2125573311,80 PARK AVE,NEW YORK,NY,10016,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,4017 MAIN ST,FLUSHING,NY,11354,Queens
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,27 W 52ND ST,NEW YORK,NY,10019,Manhattan
STANDARD PARKING CORPORATION,7188971220,10460 QUEENS BLVD,FOREST HILLS,NY,11375,Queens
444 MANHATTAN PARKING CORP.,,309 W 118TH ST,NEW YORK,NY,10026,Manhattan
"C21 PARKING MGMT, LLC",212-795-7275,416 87TH ST,BROOKLYN,NY,11209,Brooklyn
CLARIDGE 87 PARKING LLC,2126869800,201 E 87TH ST,NEW YORK,NY,10128,Manhattan
GM PARK GROUP INC,6466100315,116 NOSTRAND AVE,BROOKLYN,NY,11205,Brooklyn
k one parking inc,3478545507,2160 WEBSTER AVE,BRONX,NY,10457,Bronx
"KINNEY PARKING SYSTEM, LLC",2125025490,58 W 58TH ST,NEW YORK,NY,10019,Manhattan
QUIK PARK ELY GARAGE II LLC,2126869800,180 MYRTLE AVE,BROOKLYN,NY,11201,Brooklyn
BETH PARKING CORP.,2127533100,225 RECTOR PL,NEW YORK,NY,10280,Manhattan
KK ENTERPRISE GROUP INC.,9173277488,554 W 182ND ST,NEW YORK,NY,10033,Manhattan
MP WEST 57TH LLC,2124903460,9 W 57TH ST,NEW YORK,NY,10019,Manhattan
"MUSS, HYMAN - ET AL",7182633800,11835 QUEENS BLVD,FOREST HILLS,NY,11375,Queens
CHAMPION PARKING 230 LLC,2123085959,230 WEST   55 STREET,NEW YORK,NY,10019,
ENTERPRISE 40TH PARKING CORP.,2127367171,315 E 40TH ST,NEW YORK,NY,10016,Manhattan
ENTERPRISE WASHINGTON PARKING LLC,2126270012,545 WASHINGTON AVE,BROOKLYN,NY,11238,Brooklyn
"IMPERIAL PARKING (U.S.), LLC",2129378660,12601 ROOSEVELT AVE,FLUSHING,NY,11368,Queens
ENTERPRISE 230 PARKING LLC,2126863330,230 E 30TH ST,NEW YORK,NY,10016,Manhattan
68 PARKING INC,6469966479,13633 37TH AVE,FLUSHING,NY,11354,Queens
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2127798311,350 E 30TH ST,NEW YORK,NY,10016,Manhattan
"IMPERIAL PARKING (U.S.), LLC",212-934-8660,500 4TH AVE,BROOKLYN,NY,11215,Brooklyn
"CARPARK 39TH STREET, LLC",2128661000,80 PARK AVE,NEW YORK,NY,10016,Manhattan
1350 SIXTH PARKING LLC,2126809800,1350 6TH AVE,NEW YORK,NY,10019,Manhattan
100 Varick Realty LLC,2125343939,403 E 60TH ST,NEW YORK,NY,10022,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,135 E 47TH ST,NEW YORK,NY,10017,Manhattan
PARK RIGHT CORPORATION,2122624771,307 SAINT MARKS AVE,BROOKLYN,NY,11238,Brooklyn
99 JANE STREET PARKING LLC,212-686-9800,99 JANE ST,NEW YORK,NY,10014,Manhattan
GMH PARK INC,9172140583,5229 BROADWAY,BRONX,NY,10463,Bronx
"ONE PARKING 703, INC.",4802722100,21010 23RD AVE,BAYSIDE,NY,11360,Queens
MOTT PARK LLC,212-564-3199,284 MOTT ST,NEW YORK,NY,10012,Manhattan
LENOX 65 PARKING LLC,2126869800,1189 1ST AVE,NEW YORK,NY,10065,Manhattan
DYNAMIC PARKING LLC,2126869800,222 E 41ST ST,NEW YORK,NY,10017,Manhattan
"IMPERIAL PARKING (U.S.), LLC",2129378660,212 S OXFORD ST,BROOKLYN,NY,11217,Brooklyn
"YORKVILLE CAR PARK, LLC",,1635 3RD AVE,NEW YORK,NY,10128,Manhattan
EMERALD PARKING SOLUTIONS INC.,3476385589,1600 SEDGWICK AVE,BRONX,NY,10453,Bronx
CH RENTAL PARKING LLC,2123483268,414 HICKS ST,BROOKLYN,NY,11201,Brooklyn
WELCOME PARKING LIMITED LIABILITY COMPANY,2016807129,8806 VAN WYCK EXPY,JAMAICA,NY,11418,Queens
VIP CAPITAL PARKING CORPORATION,2129253331,298 MULBERRY ST,NEW YORK,NY,10012,Manhattan
K & R PARKING CORP.,6467376163,1872 E TREMONT AVE,BRONX,NY,10460,Bronx
IMPERIAL PARKING US LLC,2129378660,120-01 ROOSEVELT AVENUE,FLUSHING,NY,11368,
PF PARKING CORP.,5163781222,24 LEONARD ST,NEW YORK,NY,10013,Manhattan
"FLASH 31 MANAGEMENT, LLC",7187880066,124 W 31ST ST,NEW YORK,NY,10001,Manhattan
WEST SIDE PARKING CORP.,2122748513,432 WASHINGTON ST,NEW YORK,NY,10013,Manhattan
"QSB 267 PROPERTY CO, LLC",,271 W 87TH ST,NEW YORK,NY,10024,Manhattan
QUIK PARK CHESAPEAKE LLC,2128322066,400 E 81ST ST,NEW YORK,NY,10028,Manhattan
"ESP GROUP OF NEW YORK, INC.",7184697672,354 CLARKSON AVE,BROOKLYN,NY,11226,Brooklyn
GRAND CAR PARK LLC,2122216111,110 E 42ND ST,NEW YORK,NY,10017,Manhattan
SOUTH WILLIAM PARKING LLC,2126869800,16 S WILLIAM ST,NEW YORK,NY,10004,Manhattan
IMPARK NORTH END LLC,2129378660,211 N END AVE,NEW YORK,NY,10282,Manhattan
EZY PARKING INC.,7182944264,930 SHERIDAN AVE,BRONX,NY,10451,Bronx
EASTSIDE PARKING LLC,2123558890,45 SUTTON PL S,NEW YORK,NY,10022,Manhattan
SAB PARKING INC.,6468610883,200 E END AVE,NEW YORK,NY,10128,Manhattan
PARKING 56 LLC,6467734400,33 W 56TH ST,NEW YORK,NY,10019,Manhattan
REED PARKING CORP.,2124903460,10025 QUEENS BLVD,FLUSHING,NY,11375,Queens
MANHATTAN PARKING E 71 ST  CORP,2128619652,311 E 71ST ST,NEW YORK,NY,10021,Manhattan
WETHEROLE LLC,7188969896,6574 WETHEROLE ST,REGO PARK,NY,11374,Queens
200 EAST PARKING CORP.,2127500254,1081 3RD AVE,NEW YORK,NY,10065,Manhattan
"CODY CAR PARK, INC.",2122216111,555 11TH ST,BROOKLYN,NY,11215,Brooklyn
QUIK PARK MORTON LLC,,1 MORTON SQ,NEW YORK,NY,10014,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,501 E 87TH ST,NEW YORK,NY,10128,Manhattan
IMPARK QB LLC,212-937-8660,9277 QUEENS BLVD,REGO PARK,NY,11374,Queens
DEAN STREET PARKING CORP.,7183983409,885 DEAN ST,BROOKLYN,NY,11238,Brooklyn
QUIK PARK EAST 88TH STREET LLC,2128323022,160 E 88TH ST,NEW YORK,NY,10128,Manhattan
"RISING WOLF PARKING GARAGE, LLC",2124755858,336 E 9TH ST,NEW YORK,NY,10003,Manhattan
"ABM INDUSTRY GROUPS, LLC",2127576500,1633 BROADWAY,NEW YORK,NY,10019,Manhattan
159 WEST 53RD PARKING CORP,2127367171,159 W 53RD ST,NEW YORK,NY,10019,Manhattan
LM SUSIE PARKING LLC,2127143571,214 W 95TH ST,NEW YORK,NY,10025,Manhattan
403 East 60th Street Parking LLC,,403 E 60TH ST,NEW YORK,NY,10022,Manhattan
8TH STREET PARKING LLC,2126869800,11 5TH AVE,NEW YORK,NY,10003,Manhattan
PARAMOUNT CAR PARK LLC,2122216111,353 4TH AVE,BROOKLYN,NY,11215,Brooklyn
ABLE PARKING LLC,2129299404,160 W 124TH ST,NEW YORK,NY,10027,Manhattan
APEX PARKING LLC,2126869800,440 W 57TH ST,NEW YORK,NY,10019,Manhattan
"ALLIANCE IMPALA PARKING, LLC",2125810535,404 E 76TH ST,NEW YORK,NY,10021,Manhattan
EDISON 9TH AVENUE PARKING CORPORATION,2016432080,440 W 33RD ST,NEW YORK,NY,10001,Manhattan
COMMAND PARKING LLC,212-686-9800,1700 BROADWAY,NEW YORK,NY,10019,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,15001 89TH AVE,JAMAICA,NY,11432,Queens
ONE PARKING 200 PARK INC.,5618337222,200 PARK AVE,NEW YORK,NY,10166,Manhattan
201 PEARL PARKING CORP.,2127367171,201 PEARL ST,NEW YORK,NY,10038,Manhattan
UPTOWN PARKING GARAGE CORPORATION,6462593636,160 W 124TH ST,NEW YORK,NY,10027,Manhattan
TODAY PARKING CORP.,2125696249,284 DYCKMAN ST,NEW YORK,NY,10034,Manhattan
STOP-PARK GARAGE CORP.,2126296602,18 MORTON ST,NEW YORK,NY,10014,Manhattan
STANDARD PARKING CORPORATION,7182926515,71 E 153RD ST,BRONX,NY,10451,Bronx
QUIK PARK TRUFFLES LLC,2128322066,12 E 13TH ST,NEW YORK,NY,10003,Manhattan
82ND ST. PARKING GARAGE CORP.,7187794774,3555 82ND ST,JACKSON HEIGHTS,NY,11372,Queens
SUTTON 53 PARKING LLC,212-686-9800,410 E 54TH ST,NEW YORK,NY,10022,Manhattan
"DISCOUNT PARKING, INC",5166267412,180 ASHLAND PL,BROOKLYN,NY,11217,Brooklyn
"KINNEY PARKING SYSTEM, INC.",2125025490,200 E 88TH ST,NEW YORK,NY,10128,Manhattan
PPS NEPTUNE LLC,2123606300,360 NEPTUNE AVE,BROOKLYN,NY,11235,Brooklyn
"RENOIR CAR PARK, LLC",2129966363,225 E 63RD ST,NEW YORK,NY,10065,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,568 UNION AVE,BROOKLYN,NY,11211,Brooklyn
"87-10 NORTHERN BLVD PARKING, LLC",9175924762,3306 88TH ST,JACKSON HEIGHTS,NY,11372,Queens
"KINNEY PARKING SYSTEM, INC.",212-502-5490,211 E 57TH ST,NEW YORK,NY,10022,Manhattan
LTG PARKING CORP.,2126869800,185 W END AVE,NEW YORK,NY,10023,Manhattan
207 GARAGE L.L.C.,8004090819,3875 9TH AVE,NEW YORK,NY,10034,Manhattan
"90 WASHINGTON CAR PARK, LLC",2129966363,90 WASHINGTON ST,NEW YORK,NY,10006,Manhattan
QUIK PARK EAGLE LLC,2128322066,240 E 41ST ST,NEW YORK,NY,10017,Manhattan
AMPCO SYSTEM PARKING,2127542678,13 E 54TH ST,NEW YORK,NY,10022,Manhattan
POO PARKING CORP.,2124903460,1650 SELWYN AVE,BRONX,NY,10457,Bronx
FANDA PARKING LLC,2125945050,340 E 74TH ST,NEW YORK,NY,10021,Manhattan
QUIK PARK WEST 50TH STREET LLC,,1633 BROADWAY,NEW YORK,NY,10019,Manhattan
GR PARKING INC,3474459514,4007 73RD ST,WOODSIDE,NY,11377,Queens
MAESTRO PARKING LLC,2126869800,882 7TH AVE,NEW YORK,NY,10019,Manhattan
"ABM INDUSTRY GROUPS, LLC",2127576500,866 UNITED NATIONS PLZ,NEW YORK,NY,10017,Manhattan
"ESP GROUP OF NEW YORK, INC.",7184697672,349 LENOX RD,BROOKLYN,NY,11226,Brooklyn
ARTHUR MANAGEMENT CORPORATION,7186188021,4400 3RD AVE,BRONX,NY,10457,Bronx
LONG ISLAND JEWISH MEDICAL CENTER,7184707764,27117 76TH AVE,NEW HYDE PARK,NY,11040,Queens
WEST 31ST GARAGE CORP.,2127367171,148 W 31ST ST,NEW YORK,NY,10001,Manhattan
"HOME HOSPITAL PARKING, LLC",2126279822,2621 AQUEDUCT AVE,BRONX,NY,10468,Bronx
QUIK PARK TRIBECA II LLC,2126869800,450 WASHINGTON ST,NEW YORK,NY,10013,Manhattan
QUIK PARK PCVST GARAGE LLC,2126145862,527 E 14TH ST,NEW YORK,NY,10009,Manhattan
ANITA HOLDING LLC,2125642111,9905 63RD DR,REGO PARK,NY,11374,Queens
NEPTUNE PARKING LLC,2126869800,486 NEPTUNE AVE,BROOKLYN,NY,11224,Brooklyn
GLOBAL PARKING LLC,2126869800,143 W 40TH ST,NEW YORK,NY,10018,Manhattan
LAFAYETTE PLACE PARKING LLC,2127771659,445 LAFAYETTE ST,NEW YORK,NY,10003,Manhattan
"ABM INDUSTRY GROUPS, LLC",2127576500,750 LEXINGTON AVE,NEW YORK,NY,10022,Manhattan
QUIK PARK 1133 GARAGE LLC,2126869800,1133 AVENUE OF THE AMERICAS,NEW YORK,NY,10036,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,506 W 181ST ST,NEW YORK,NY,10033,Manhattan
3896 PARKING CORP.,2125696508,3896 10TH AVE,NEW YORK,NY,10034,Manhattan
9-11 LLC,212-686-9800,9 PARK AVE,NEW YORK,NY,10016,Manhattan
CHAMPION PARKING 68 LLC,2123085959,80 CENTRAL PARK W,NEW YORK,NY,10023,Manhattan
EAST VILLAGE PARKING LLC,2126869800,22 E 1ST ST,NEW YORK,NY,10003,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,14 CHARLTON ST,NEW YORK,NY,10014,Manhattan
